---,WaveName,WaveDisplayName,BuildingDamageMultiplierTier,AreaMin,AreaMax,Waves,IsGlobalFallback,IsStartingWave
311,"Darfari_Purge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""012465484CF20EE49E69B784E8058899"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((OffBaseSpawnData=(""DarfariArcher_Low"",""DarfariFighter_Low""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Darfari_Cannibals_Fighter_1_FireOrb"",InBaseBoss=""Darfari_Cannibals_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""DarfariArcher_LowMid"",""DarfariFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Darfari_Cannibals_Fighter_1_FireOrb"",InBaseBoss=""Darfari_Cannibals_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_LowMid"",""DarfariFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Darfari_Cannibals_Fighter_1_FireOrb"",InBaseBoss=""Darfari_Cannibals_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_LowMid"",""DarfariFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Darfari_Cannibals_Fighter_1_FireOrb"",InBaseBoss=""Darfari_Cannibals_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave3"",WaveTime=600.000000))","False","False"
312,"Darfari_Purge_Wave3","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""8C730B5E40CC48917DCEF79C0623DF7B"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((OffBaseSpawnData=(""DarfariArcher_LowMid"",""DarfariFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),Boss=""Purge_DarfariBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""DarfariArcher_Mid"",""DarfariFighter_Mid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_DarfariBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_Mid"",""DarfariFighter_Mid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_DarfariBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_Mid"",""DarfariFighter_Mid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_DarfariBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave4"",WaveTime=600.000000))","False","False"
313,"Darfari_Purge_Wave4","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""17D90BA24B00AF1DD78626B49F6C29CE"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""DarfariArcher_MidHigh"",""DarfariFighter_MidHigh""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_Darfari_Artisan"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_MidHigh"",""DarfariFighter_MidHigh""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_Darfari_Artisan"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_MidHigh"",""DarfariFighter_MidHigh""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_Darfari_Artisan"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave5"",WaveTime=600.000000))","False","False"
314,"Darfari_Purge_Wave5","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""F4A9DA984D6440CB234F22BD9D61C12F"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_DarfariBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_DarfariBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave6"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"",""Wildlife_UndeadLizardMan""),Boss=""Purge_DarfariBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave6"",WaveTime=600.000000))","False","False"
315,"Darfari_Purge_Wave6","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""7089F401417DBEB17E3E2CA95E895D76"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_Skeleton_Dregs_Archer""),Boss=""Purge_Darfari_Artisan"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=11,ActiveCap=5,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave7"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_Skeleton_Dregs_Archer""),Boss=""Purge_Darfari_Artisan"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=11,ActiveCap=5,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave7"",WaveTime=600.000000))","False","False"
316,"Darfari_Purge_Wave7","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""8B747E924FD832B681AD24BDB5EB1D7B"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High"",""Darfari_Cannibals_Fighter_3_FireOrb""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadHyena""),Boss=""Purge_DarfariBoss_T3"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadHyena""),Boss=""Purge_DarfariBoss_T3"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave8"",WaveTime=600.000000))","False","False"
317,"Darfari_Purge_Wave8","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""D7CE77AE4B953A54E5CAF2856A8F9682"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High"",""Darfari_Cannibals_Fighter_3_FireOrb""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadLizardMan"",""Wildlife_UndeadHyena""),Boss=""Purge_Darfari_Artisan"",BossSpawnDelay=1.000000,SpawnCap=13,ActiveCap=5,SpawnLocationCap=3,NextWave=""Darfari_Purge_Wave9"",WaveTime=600.000000))","False","False"
318,"Darfari_Purge_Wave9","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""B8FA43BA4B05145D5D1314A80EA742D7"", ""A horde of darfari cannibals"")","0","(X=-200000.000000,Y=100000.000000)","(X=160000.000000,Y=260000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""DarfariArcher_High"",""DarfariFighter_High"",""Darfari_Cannibals_Fighter_3_FireOrb""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadLizardMan""),Boss=""Purge_DarfariBoss_T4"",BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000))","False","False"
320,"BlackHand_Purge_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""77AE60514067F1328D29C7896ED4BA99"", ""A crew of Black Hand Pirates"")","0","(X=20000.000000,Y=40000.000000)","(X=190000.000000,Y=115000.000000)","((OffBaseSpawnData=(""BlackHandArcher_Low"",""BlackHandFighter_Low""),OnBaseSpawnData=(""Wildlife_Imp""),BossSpawnDelay=1.000000,SpawnCap=4,NextWave=""BlackHand_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""BlackHandArcher_LowMid"",""BlackHandFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp""),BossSpawnDelay=1.000000,SpawnCap=5,ActiveCap=3,NextWave=""BlackHand_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandArcher_LowMid"",""BlackHandFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""BlackHand_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandArcher_LowMid"",""BlackHandFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,NextWave=""BlackHand_Purge_Wave2"",WaveTime=600.000000))","False","True"
321,"BlackHand_Purge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""3FE38095476AC95AE45B5C83AA461991"", ""A crew of Black Hand Pirates"")","0","(X=20000.000000,Y=40000.000000)","(X=190000.000000,Y=115000.000000)","((OffBaseSpawnData=(""BlackHandArcher_Low"",""BlackHandFighter_Low""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Black_Hand_Fighter_2_FireOrb"",InBaseBoss=""Black_Hand_Fighter_2_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""BlackHandArcher_LowMid"",""BlackHandFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Black_Hand_Fighter_2_FireOrb"",InBaseBoss=""Black_Hand_Fighter_2_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandArcher_LowMid"",""BlackHandFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Black_Hand_Fighter_2_FireOrb"",InBaseBoss=""Black_Hand_Fighter_2_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandArcher_LowMid"",""BlackHandFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Black_Hand_Fighter_2_FireOrb"",InBaseBoss=""Black_Hand_Fighter_2_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave3"",WaveTime=600.000000))","False","False"
322,"BlackHand_Purge_Wave3","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""9A8505DA42F82E1DEE68898F4467C6C0"", ""A crew of Black Hand Pirates"")","0","(X=20000.000000,Y=40000.000000)","(X=190000.000000,Y=115000.000000)","((OffBaseSpawnData=(""BlackHandArcher_LowMid"",""BlackHandFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp"",""Wildlife_ImpExplosive""),Boss=""Purge_BlackHandBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""BlackHandArcher_Mid"",""BlackHandFighter_Mid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_BlackHandBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandArcher_Mid"",""BlackHandFighter_Mid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_BlackHandBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave4"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandArcher_Mid"",""BlackHandFighter_Mid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Imp""),Boss=""Purge_BlackHandBoss_T1"",InBaseBoss=""Wildlife_ImpKing"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave4"",WaveTime=600.000000))","False","False"
323,"BlackHand_Purge_Wave4","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""B96AC0E84E2F23B456D9FB9C3E8640AC"", ""A crew of Black Hand Pirates"")","0","(X=20000.000000,Y=40000.000000)","(X=190000.000000,Y=115000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""BlackHandArcher_MidHigh"",""BlackHandFighter_MidHigh""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_BlackHand_Artisan"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandArcher_MidHigh"",""BlackHandFighter_MidHigh""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_BlackHand_Artisan"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave5"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandArcher_MidHigh"",""BlackHandFighter_MidHigh""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_BlackHand_Artisan"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave5"",WaveTime=600.000000))","False","False"
324,"BlackHand_Purge_Wave5","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""3CAAA65F4F6E9EA8984A5CB406BE9B9B"", ""A crew of Black Hand Pirates"")","0","(X=20000.000000,Y=40000.000000)","(X=190000.000000,Y=115000.000000)","((DifficultyThreshold=2,OffBaseSpawnData=(""BlackHandArcher_High"",""BlackHandFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_BlackHandBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandArcher_High"",""BlackHandFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer""),Boss=""Purge_BlackHandBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave6"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandArcher_High"",""BlackHandFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"",""Wildlife_UndeadLizardMan""),Boss=""Purge_BlackHandBoss_T2"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave6"",WaveTime=600.000000))","False","False"
325,"BlackHand_Purge_Wave6","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""C26E26D34725FCBE0F1474A16FBCD8C3"", ""A crew of Black Hand Pirates"")","0","(X=20000.000000,Y=40000.000000)","(X=190000.000000,Y=115000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandArcher_High"",""BlackHandFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_Skeleton_Dregs_Archer""),Boss=""Purge_BlackHand_Artisan"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=11,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave7"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandArcher_High"",""BlackHandFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter"",""Wildlife_Skeleton_Archer"","""",""Wildlife_Skeleton_Dregs_Archer""),Boss=""Purge_BlackHand_Artisan"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=11,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave7"",WaveTime=600.000000))","False","False"
326,"BlackHand_Purge_Wave7","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""E8EAEF3F434ADE2D3BC387A94CFB2FAF"", ""A crew of Black Hand Pirates"")","0","(X=20000.000000,Y=40000.000000)","(X=190000.000000,Y=115000.000000)","((DifficultyThreshold=3,OffBaseSpawnData=(""BlackHandArcher_High"",""BlackHandFighter_High"",""Black_Hand_Fighter_2_FireOrb""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadHyena""),Boss=""Purge_BlackHandBoss_T3"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandArcher_High"",""BlackHandFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadHyena""),Boss=""Purge_BlackHandBoss_T3"",InBaseBoss=""Undead_Wight"",BossSpawnDelay=1.000000,SpawnCap=12,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave8"",WaveTime=600.000000))","False","False"
327,"BlackHand_Purge_Wave8","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""207403DE4D9229AC36C73884ACF543A4"", ""A crew of Black Hand Pirates"")","0","(X=20000.000000,Y=40000.000000)","(X=190000.000000,Y=115000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandArcher_High"",""BlackHandFighter_High""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadLizardMan"",""Wildlife_UndeadHyena""),Boss=""Purge_BlackHand_Artisan"",BossSpawnDelay=1.000000,SpawnCap=13,ActiveCap=5,SpawnLocationCap=3,NextWave=""BlackHand_Purge_Wave9"",WaveTime=600.000000))","False","False"
328,"BlackHand_Purge_Wave9","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""0153E7594F19F92676D40F85DA707A2C"", ""A crew of Black Hand Pirates"")","0","(X=20000.000000,Y=40000.000000)","(X=190000.000000,Y=115000.000000)","((DifficultyThreshold=4,OffBaseSpawnData=(""BlackHandArcher_High"",""BlackHandFighter_High"",""Black_Hand_Fighter_3_FireOrb""),OnBaseSpawnData=(""Wildlife_Skeleton_Dregs_Archer"",""Wildlife_Skeleton_Dregs_Fighter"",""Wildlife_UndeadLizardMan""),Boss=""Purge_BlackHandBoss_T4"",BossSpawnDelay=1.000000,SpawnCap=15,ActiveCap=5,SpawnLocationCap=3,WaveTime=600.000000))","False","False"
30,"DogsOfTheDesert_Purge_Wave1","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""7B01AB52473034912B28F39E92D0C9AA"", ""A Dogs of the Desert pack"")","0","(X=-180000.000000,Y=5000.000000)","(X=-10000.000000,Y=100000.000000)","((OffBaseSpawnData=(""DogsArcher_Low"",""DogsFighter_Low""),OnBaseSpawnData=(""Wildlife_Imp""),BossSpawnDelay=1.000000,SpawnCap=4,NextWave=""DogsOfTheDesert_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""DogsArcher_LowMid"",""DogsFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp""),BossSpawnDelay=1.000000,SpawnCap=5,ActiveCap=3,NextWave=""DogsOfTheDesert_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""DogsArcher_LowMid"",""DogsFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,NextWave=""DogsOfTheDesert_Purge_Wave2"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DogsArcher_LowMid"",""DogsFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,NextWave=""DogsOfTheDesert_Purge_Wave2"",WaveTime=600.000000))","False","True"
31,"DogsOfTheDesert_Purge_Wave2","NSLOCTEXT(""[F7FFF4D149781A7E90C445A6D858D07D]"", ""A275BBB24B3D511544D966B10C112C3B"", ""A Dogs of the Desert pack"")","0","(X=-180000.000000,Y=5000.000000)","(X=-10000.000000,Y=100000.000000)","((OffBaseSpawnData=(""DogsArcher_Low"",""DogsFighter_Low""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Dogs_Fighter_1_FireOrb"",InBaseBoss=""Dogs_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=6,ActiveCap=3,SpawnLocationCap=3,NextWave=""DogsOfTheDesert_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=2,OffBaseSpawnData=(""DogsArcher_LowMid"",""DogsFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Imp""),Boss=""Dogs_Fighter_1_FireOrb"",InBaseBoss=""Dogs_Fighter_1_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=8,ActiveCap=4,SpawnLocationCap=3,NextWave=""DogsOfTheDesert_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=3,OffBaseSpawnData=(""DogsArcher_LowMid"",""DogsFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Dogs_Fighter_2_FireOrb"",InBaseBoss=""Dogs_Fighter_2_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""DogsOfTheDesert_Purge_Wave3"",WaveTime=600.000000),(DifficultyThreshold=4,OffBaseSpawnData=(""DogsArcher_LowMid"",""DogsFighter_LowMid""),OnBaseSpawnData=(""Wildlife_Skeleton_Fighter""),Boss=""Dogs_Fighter_3_FireOrb"",InBaseBoss=""Dogs_Fighter_3_FireOrb"",BossSpawnDelay=1.000000,SpawnCap=10,ActiveCap=5,SpawnLocationCap=3,NextWave=""DogsOfTheDesert_Purge_Wave3"",WaveTime=600.000000))","False","False"
